Lot Num,Artist Name,Year Of Artwork,Genre,Real Price Usd,Event Date,country,TotalSales
464910,Ai Weiwei,2004,Sculpture,"162,293",3/31/2006,UK,1
493949,Ai Weiwei,null,Photographs,"9,633",6/29/2006,France,1
510067,Ai Weiwei,2006,Sculpture,"106,772",9/20/2006,UK,1
510068,Ai Weiwei,1997,Sculpture,"51,250",9/20/2006,UK,1
3295772,Ai Weiwei,2002,Sculpture,"8,115",11/17/2006,UK,1
3334863,Ai Weiwei,1994,Photographs,"17,441",3/21/2007,UK,1
3404042,Ai Weiwei,1000,Sculpture,"63,041",6/22/2007,Hong Kong,1
3427896,Ai Weiwei,null,Sculpture,"456,791",9/20/2007,UK,1
3427897,Ai Weiwei,null,Sculpture,"9,136",9/20/2007,UK,1
3427898,Ai Weiwei,null,Sculpture,"33,221",9/20/2007,UK,1
3464235,Ai Weiwei,1997,Photographs,"54,222",2/28/2008,Hong Kong,1
3483427,Ai Weiwei,2007,Sculpture,"192,766",3/17/2008,UK,1
3483429,Ai Weiwei,2006,Photographs,"115,979",3/17/2008,UK,1
3483440,Ai Weiwei,2006,Sculpture,"67,988",3/17/2008,UK,1
3483442,Ai Weiwei,2006,Sculpture,"37,273",3/17/2008,UK,1
3512986,Ai Weiwei,2007,Photographs,null,2/12/2009,Hong Kong,1
3544339,Ai Weiwei,2005,Sculpture,"101,481",4/6/2009,China,1
3544340,Ai Weiwei,2006,Sculpture,"176,039",4/6/2009,China,1
3580346,Ai Weiwei,2006,Sculpture,"119,637",6/25/2009,Hong Kong,1
3580479,Ai Weiwei,2002,Sculpture,"41,381",6/26/2009,Hong Kong,1
3624927,Ai Weiwei,2008,Sculpture,"126,777",9/17/2008,UK,1
3624928,Ai Weiwei,1985,Paintings,"34,994",9/17/2008,UK,1
3624929,Ai Weiwei,1983,Paintings,"78,786",9/17/2008,UK,1
3626889,Ai Weiwei,2005,Sculpture,"89,960",7/2/2008,Hong Kong,1
3641965,Ai Weiwei,2002,Sculpture,"59,309",6/30/2008,Hong Kong,1
3644140,Ai Weiwei,1995,Photographs,"68,165",10/18/2008,Hong Kong,1
3644141,Ai Weiwei,2005,Sculpture,"101,383",10/18/2008,Hong Kong,1
3651864,Ai Weiwei,1995,Photographs,"99,363",4/9/2008,China,1
3672349,Ai Weiwei,1997,Sculpture,"111,488",10/13/2007,Hong Kong,1
3697912,Ai Weiwei,2002,Sculpture,"31,073",10/6/2009,China,1
3756837,Ai Weiwei,1999,Photographs,"70,595",11/16/2007,UK,1
3897903,Ai Weiwei,1995,Photographs,"142,889",2/12/2010,Hong Kong,1
3898087,Ai Weiwei,2007,Sculpture,"120,572",2/12/2010,Hong Kong,1
3944131,Ai Weiwei,2005,Sculpture,"172,923",4/5/2010,China,1
3986481,Ai Weiwei,2006,Sculpture,"139,958",4/23/2010,Hong Kong,1
4038434,Ai Weiwei,2006,Sculpture,"80,553",7/1/2010,Hong Kong,1
4108507,Ai Weiwei,2002,Sculpture,"31,574",10/15/2010,Hong Kong,1
4209373,Ai Weiwei,2010,Sculpture,"431,545",2/15/2011,Hong Kong,1
4266895,Ai Weiwei,1999,Photographs,"7,164",12/7/2008,France,1
4288058,Ai Weiwei,null,Sculpture,"66,378",12/4/2010,France,1
4288059,Ai Weiwei,null,Sculpture,"11,948",12/4/2010,France,1
4341767,Ai Weiwei,2006,Sculpture,"122,247",6/26/2011,France,1
4341772,Ai Weiwei,2009,Sculpture,"12,225",6/26/2011,France,1
4342933,Ai Weiwei,null,Works on Paper,"11,197",5/24/2009,France,1
4376966,Ai Weiwei,2006,Photographs,"182,044",4/14/2011,Hong Kong,1
4423017,Ai Weiwei,2009,Sculpture,"48,003",10/14/2011,Hong Kong,1
4423018,Ai Weiwei,2002,Sculpture,"74,153",10/14/2011,Hong Kong,1
4425567,Ai Weiwei,2002,Sculpture,null,10/13/2011,Hong Kong,1
4446148,Ai Weiwei,2006,Sculpture,"314,248",11/10/2011,UK,1
4551613,Ai Weiwei,2009,Sculpture,"20,627",3/7/2012,UK,1
4589817,Ai Weiwei,2007,Sculpture,"177,390",5/9/2012,UK,1
4592642,Ai Weiwei,2008,Sculpture,"586,925",5/9/2012,UK,1
4606565,Ai Weiwei,2006,Sculpture,"82,882",5/10/2012,UK,1
4640887,Ai Weiwei,2006,Sculpture,"106,669",6/27/2012,Hong Kong,1
4643880,Ai Weiwei,2008,Sculpture,"106,326",6/28/2012,Hong Kong,1
4727496,Ai Weiwei,2007,Sculpture,"8,130",6/23/2012,France,1
4752047,Ai Weiwei,2008,Sculpture,"507,123",10/11/2012,Hong Kong,1
4752739,Ai Weiwei,2007,Sculpture,"117,257",10/12/2012,Hong Kong,1
4755412,Ai Weiwei,2006,Sculpture,null,10/13/2012,Hong Kong,1
4771672,Ai Weiwei,2009,Sculpture,"18,752",11/14/2012,UK,1
4780160,Ai Weiwei,2008,Sculpture,"154,888",11/15/2012,UK,1
4843046,Ai Weiwei,2007,Sculpture,"45,543",2/13/2013,Hong Kong,1
4904377,Ai Weiwei,2008,Sculpture,null,4/22/2013,Qatar,1
4957189,Ai Weiwei,2006,Sculpture,"198,843",5/15/2013,UK,1
4957190,Ai Weiwei,2010,Sculpture,null,5/15/2013,UK,1
4957191,Ai Weiwei,2007,Sculpture,"27,720",5/15/2013,UK,1
4957192,Ai Weiwei,2009,Sculpture,"30,030",5/15/2013,UK,1
5000099,Ai Weiwei,2008,Sculpture,"35,418",6/26/2013,Hong Kong,1
5063573,Ai Weiwei,2007,Photographs,"20,328",9/19/2013,UK,1
5086831,Ai Weiwei,2008,Sculpture,"71,699",10/19/2013,Hong Kong,1
5086832,Ai Weiwei,2008,Sculpture,"89,025",10/19/2013,Hong Kong,1
5087000,Ai Weiwei,2007,Sculpture,"77,554",10/19/2013,Hong Kong,1
5099926,Ai Weiwei,2006,Sculpture,"71,517",10/6/2013,China,1
5123390,Ai Weiwei,2007,Sculpture,null,11/13/2013,UK,1
5124714,Ai Weiwei,2008,Sculpture,"269,805",11/14/2013,UK,1
5124763,Ai Weiwei,2006,Sculpture,"78,539",11/14/2013,UK,1
5193735,Ai Weiwei,2009,Sculpture,null,11/29/2013,Germany,1
5202035,Ai Weiwei,2012,Sculpture,"16,449",2/11/2014,Hong Kong,1
5207428,Ai Weiwei,2007,Sculpture,"60,905",2/14/2014,Hong Kong,1
5207429,Ai Weiwei,2009,Sculpture,"83,439",2/14/2014,Hong Kong,1
5207811,Ai Weiwei,2008,Sculpture,"293,747",2/13/2014,Hong Kong,1
5207812,Ai Weiwei,2010,Sculpture,"39,368",2/13/2014,Hong Kong,1
5211981,Ai Weiwei,null,Sculpture,"1,136",12/3/2013,Sweden,1
5229396,Ai Weiwei,2008,Sculpture,"35,758",11/23/2013,China,1
5237227,Ai Weiwei,null,Sculpture,"847,598",4/5/2014,China,1
5243605,Ai Weiwei,2011,Sculpture,null,3/7/2014,UK,1
5259400,Ai Weiwei,2010,Sculpture,"217,525",4/6/2014,China,1
5271842,Ai Weiwei,2009,Sculpture,"13,639",5/14/2014,UK,1
5285379,Ai Weiwei,2007,Sculpture,null,5/16/2014,UK,1
5305867,Ai Weiwei,2009,Photographs,455,5/18/2014,UK,1
5305868,Ai Weiwei,2009,Photographs,null,5/18/2014,UK,1
5305869,Ai Weiwei,2009,Photographs,455,5/18/2014,UK,1
5305870,Ai Weiwei,2009,Photographs,455,5/18/2014,UK,1
5335730,Ai Weiwei,2007,Sculpture,"130,331",7/1/2014,Hong Kong,1
5335897,Ai Weiwei,2008,Sculpture,"115,472",7/2/2014,Hong Kong,1
5336613,Ai Weiwei,2009,Sculpture,"9,362",7/2/2014,Hong Kong,1
5336614,Ai Weiwei,2007,Sculpture,null,7/2/2014,Hong Kong,1
5336648,Ai Weiwei,2007,Sculpture,"15,604",7/2/2014,Hong Kong,1
5377089,Ai Weiwei,2014,Prints,null,9/18/2014,Germany,1
5390427,Ai Weiwei,2013,Sculpture,463,10/8/2014,Germany,1
5390428,Ai Weiwei,2013,Sculpture,null,10/8/2014,Germany,1
5400419,Ai Weiwei,2012,Prints,null,7/3/2014,Hong Kong,1
5412222,Ai Weiwei,2006,Photographs,291,9/7/2014,UK,1
5413815,Ai Weiwei,2004,Sculpture,"73,152",10/17/2014,Hong Kong,1
5421282,Ai Weiwei,2009,Sculpture,"8,776",10/16/2014,Hong Kong,1
5421283,Ai Weiwei,2012,Sculpture,"14,626",10/16/2014,Hong Kong,1
5436062,Ai Weiwei,2009,Photographs,"3,045",8/21/2014,Brazil,1
5445903,Ai Weiwei,2012,Prints,"2,594",10/29/2014,Hong Kong,1
5446961,Ai Weiwei,2010,Sculpture,null,10/5/2014,China,1
5447459,Ai Weiwei,2006,Sculpture,null,11/14/2014,UK,1
5451219,Ai Weiwei,2013,Sculpture,null,11/14/2014,Germany,1
5453056,Ai Weiwei,2010,Sculpture,"172,654",10/6/2014,China,1
5453057,Ai Weiwei,2008,Sculpture,"82,104",10/6/2014,China,1
5454427,Ai Weiwei,2008,Sculpture,null,11/12/2014,UK,1
5454808,Ai Weiwei,2006,Prints,null,11/5/2014,France,1
5454893,Ai Weiwei,2010,Sculpture,"440,073",11/11/2014,UK,1
5478199,Ai Weiwei,2013,Sculpture,null,12/15/2014,Germany,1
5488584,Ai Weiwei,2014,Sculpture,"10,001",12/10/2014,Hong Kong,1
5530196,Ai Weiwei,2014,Prints,null,1/27/2015,Germany,1
5579285,Ai Weiwei,2012,Prints,"2,136",12/9/2014,Hong Kong,1
5580294,Ai Weiwei,2010,Sculpture,null,2/12/2015,Hong Kong,1
5580621,Ai Weiwei,2010,Sculpture,null,2/11/2015,Hong Kong,1
5580629,Ai Weiwei,2007,Sculpture,null,2/11/2015,Hong Kong,1
5581324,Ai Weiwei,2010,Sculpture,null,2/12/2015,Hong Kong,1
5591327,Ai Weiwei,2014,Sculpture,null,1/28/2015,Hong Kong,1
5624456,Ai Weiwei,2007,Sculpture,null,3/10/2015,France,1
5630784,Ai Weiwei,2013,Prints,null,3/27/2015,Germany,1
4364,Ben,null,Paintings,"17,265",4/28/2004,France,1
5030,Ben,1987,Paintings,647,4/28/2004,France,1
8621,Ben,1980,Paintings,"1,079",4/28/2004,France,1
26174,Ben,null,Paintings,"7,306",3/29/2004,France,1
26197,Ben,1998,Sculpture,"4,207",3/29/2004,France,1
26550,Ben,1989,Works on Paper,"1,448",3/24/2004,France,1
26551,Ben,1990,Works on Paper,"1,224",3/24/2004,France,1
28770,Ben,null,Sculpture,"3,112",3/13/2004,Belgium,1
47318,Ben,1968,Works on Paper,"1,766",5/25/2004,USA,1
71063,Ben,null,Works on Paper,604,5/12/2004,Switzerland,1
75740,Ben,null,Works on Paper,"1,656",6/10/2004,USA,1
75981,Ben,1991,Paintings,"5,443",7/18/2004,France,1
79541,Ben,null,Sculpture,"6,412",6/29/2004,France,1
80905,Ben,1970,Works on Paper,"2,682",6/4/2004,Germany,1
80906,Ben,1979,Works on Paper,"2,906",6/4/2004,Germany,1
115662,Ben,1988,Paintings,936,6/9/2004,France,1
115663,Ben,1989,Paintings,"1,764",6/9/2004,France,1
119602,Ben,null,Sculpture,"7,336",9/9/2004,France,1
124209,Ben,1991,Paintings,"3,406",9/4/2004,USA,1
125019,Ben,null,Works on Paper,"1,508",10/27/2004,France,1
147365,Ben,1982,Paintings,"13,126",11/23/2004,USA,1
147422,Ben,1972,Photographs,"10,143",11/23/2004,USA,1
150345,Ben,null,Paintings,"5,438",11/30/2004,France,1
150346,Ben,null,Paintings,"4,834",11/30/2004,France,1
171562,Ben,1998,Works on Paper,964,12/12/2004,France,1
174188,Ben,1992,Paintings,"4,533",12/7/2004,France,1
174189,Ben,1992,Paintings,"5,145",12/7/2004,France,1
174190,Ben,1990,Paintings,"4,410",12/7/2004,France,1
174191,Ben,null,Paintings,"3,675",12/7/2004,France,1
178969,Ben,1980,Paintings,"2,930",12/4/2004,France,1
178970,Ben,1963,Works on Paper,"1,953",12/4/2004,France,1
183298,Ben,2003,Paintings,"3,857",12/12/2004,France,1
222592,Ben,null,Paintings,"4,264",4/24/2005,France,1
223831,Ben,2000,Paintings,"3,194",4/27/2005,France,1
223832,Ben,1998,Paintings,742,4/27/2005,France,1
235180,Ben,1985,Paintings,"1,609",4/19/2005,France,1
235306,Ben,1986,Paintings,"1,039",4/21/2005,France,1
243503,Ben,1972,Sculpture,"3,902",5/14/2005,Belgium,1
243504,Ben,1988,Sculpture,"2,676",5/14/2005,Belgium,1
253211,Ben,1986,Paintings,"6,736",6/23/2005,UK,1
253212,Ben,1975,Paintings,"8,821",6/23/2005,UK,1
262802,Ben,1988,Paintings,774,5/23/2005,France,1
262803,Ben,1961,Works on Paper,786,5/23/2005,France,1
262804,Ben,null,Paintings,"4,982",5/23/2005,France,1
270606,Ben,2001,Paintings,"2,667",7/1/2005,France,1
281684,Ben,1971,Paintings,"4,412",7/5/2005,France,1
292211,Ben,1982,Paintings,"4,874",6/7/2005,Switzerland,1
294208,Ben,null,Sculpture,"2,668",6/29/2005,France,1
294210,Ben,null,Paintings,"3,201",6/29/2005,France,1
308480,Ben,1971,Paintings,"4,280",10/6/2005,France,1
338636,Ben,1990,Works on Paper,"1,370",10/21/2005,France,1
342919,Ben,null,Works on Paper,"1,921",10/25/2005,France,1
344053,Ben,1992,Paintings,"2,972",12/11/2005,France,1
344060,Ben,null,Paintings,"1,460",12/11/2005,France,1
345474,Ben,1980,Paintings,"6,333",12/12/2005,France,1
345476,Ben,1998,Paintings,"5,067",12/12/2005,France,1
359493,Ben,1984,Paintings,"7,236",12/7/2005,France,1
359716,Ben,1985,Paintings,"6,202",12/7/2005,France,1
364454,Ben,1987,Paintings,"3,521",11/20/2005,France,1
364455,Ben,1987,Paintings,"2,071",11/20/2005,France,1
364456,Ben,null,Sculpture,"4,660",11/20/2005,France,1
364461,Ben,null,Paintings,"2,278",11/20/2005,France,1
364462,Ben,1991,Paintings,"1,656",11/20/2005,France,1
364463,Ben,1989,Paintings,"1,863",11/20/2005,France,1
364464,Ben,1986,Paintings,"2,071",11/20/2005,France,1
364465,Ben,1979,Paintings,"2,071",11/20/2005,France,1
364466,Ben,1990,Sculpture,"3,210",11/20/2005,France,1
364467,Ben,1989,Paintings,"1,139",11/20/2005,France,1
364468,Ben,null,Paintings,"2,071",11/20/2005,France,1
364469,Ben,1990,Sculpture,"4,660",11/20/2005,France,1
364470,Ben,1989,Sculpture,"2,071",11/20/2005,France,1
364471,Ben,1989,Paintings,"1,915",11/20/2005,France,1
364472,Ben,1988,Sculpture,"3,106",11/20/2005,France,1
364473,Ben,1989,Paintings,"1,553",11/20/2005,France,1
364478,Ben,1990,Sculpture,"1,863",11/20/2005,France,1
364480,Ben,1972,Sculpture,"3,521",11/20/2005,France,1
364481,Ben,1989,Sculpture,"2,175",11/20/2005,France,1
364505,Ben,1990,Sculpture,"2,071",11/20/2005,France,1
373415,Ben,1970,Paintings,"6,860",12/12/2005,France,1
373484,Ben,1970,Paintings,"8,128",12/12/2005,France,1
382853,Ben,null,Sculpture,"6,196",10/8/2005,France,1
382854,Ben,1992,Paintings,"3,205",10/8/2005,France,1
382855,Ben,1988,Sculpture,"3,418",10/8/2005,France,1
382856,Ben,1979,Paintings,"3,205",10/8/2005,France,1
382857,Ben,1991,Sculpture,"3,525",10/8/2005,France,1
382858,Ben,1989,Sculpture,"5,875",10/8/2005,France,1
382863,Ben,1991,Paintings,"6,944",10/8/2005,France,1
428262,Ben,null,Works on Paper,"2,275",4/7/2006,USA,1
445840,Ben,1967,Paintings,"2,158",3/29/2006,France,1
446078,Ben,1999,Paintings,"12,110",5/13/2006,Belgium,1
450891,Ben,1989,Paintings,"1,979",3/19/2006,France,1
450892,Ben,1988,Paintings,"2,031",3/19/2006,France,1
451660,Ben,1990,Works on Paper,"3,237",6/9/2006,France,1
451661,Ben,1992,Works on Paper,"2,806",6/9/2006,France,1
455183,Ben,1970,Sculpture,"4,349",5/5/2006,France,1
459703,Ben,1984,Paintings,"5,347",6/25/2006,France,1
461143,Ben,null,Sculpture,"7,649",5/18/2006,USA,1
476666,Ben,null,Sculpture,"5,235",4/4/2006,France,1
479491,Ben,null,Paintings,"5,514",6/2/2006,Germany,1
526268,Ben,null,Paintings,"7,064",10/28/2006,France,1
535394,Ben,null,Paintings,"9,093",12/6/2006,Netherlands,1
538101,Ben,1991,Sculpture,"4,272",11/28/2006,France,1
539758,Ben,1992,Works on Paper,"9,340",10/30/2006,France,1
539759,Ben,null,Paintings,"3,801",10/30/2006,France,1
548855,Ben,null,Paintings,"2,111",1/29/2001,France,1
548856,Ben,1990,Paintings,"2,043",1/29/2001,France,1
548917,Ben,1986,Paintings,"3,813",1/29/2001,France,1
559645,Ben,null,Paintings,"3,637",4/6/2001,Hong Kong,1
559647,Ben,1980,Paintings,908,4/6/2001,Hong Kong,1
560249,Ben,null,Sculpture,"1,390",3/25/2001,France,1
562688,Ben,null,Paintings,"2,293",2/24/2001,France,1
562917,Ben,1978,Works on Paper,940,3/20/2001,France,1
562918,Ben,1981,Sculpture,"1,208",3/20/2001,France,1
562919,Ben,1970,Paintings,"3,221",3/20/2001,France,1
562920,Ben,null,Paintings,"1,007",3/20/2001,France,1
562921,Ben,1991,Paintings,697,3/20/2001,France,1
564160,Ben,1972,Paintings,"4,766",4/12/2001,USA,1
570743,Ben,null,Paintings,"1,721",3/25/2001,France,1
570866,Ben,1983,Paintings,547,4/1/2001,France,1
570867,Ben,1985,Paintings,782,4/1/2001,France,1
586695,Ben,1998,Paintings,509,5/30/2001,France,1
598266,Ben,null,Paintings,"1,444",7/25/1986,Hong Kong,1
607991,Ben,1988,Sculpture,"4,068",6/23/2001,France,1
623316,Ben,null,Paintings,"1,269",6/19/2001,France,1
623318,Ben,null,Paintings,"1,840",6/19/2001,France,1
626008,Ben,null,Works on Paper,295,6/30/2001,Germany,1
643835,Ben,1985,Paintings,"4,086",6/21/2001,Switzerland,1
644052,Ben,1964,Paintings,"2,829",10/13/2001,France,1
644053,Ben,1964,Paintings,"3,367",10/13/2001,France,1
644073,Ben,1999,Paintings,"10,103",10/13/2001,France,1
649732,Ben,1995,Paintings,"3,753",10/29/2001,France,1
649733,Ben,1996,Paintings,"3,351",10/29/2001,France,1
649734,Ben,1992,Works on Paper,"1,474",10/29/2001,France,1
649735,Ben,1984,Paintings,803,10/29/2001,France,1
662539,Ben,1991,Paintings,"1,560",11/25/2001,France,1
663098,Ben,1980,Paintings,"1,105",11/25/2001,France,1
663733,Ben,1989,Sculpture,"2,340",11/25/2001,France,1
664726,Ben,1986,Paintings,"1,235",11/25/2001,France,1
664727,Ben,1991,Paintings,"2,471",11/25/2001,France,1
664728,Ben,null,Paintings,715,11/25/2001,France,1
664729,Ben,1978,Works on Paper,"1,300",11/25/2001,France,1
664730,Ben,1991,Paintings,"1,560",11/25/2001,France,1
664731,Ben,1991,Sculpture,"1,430",11/25/2001,France,1
670134,Ben,1979,Paintings,804,12/16/2001,France,1
670135,Ben,1987,Paintings,"1,073",12/16/2001,France,1
670136,Ben,1991,Paintings,"4,694",12/16/2001,France,1
680448,Ben,1981,Paintings,"2,225",11/14/2001,France,1
681566,Ben,1975,Paintings,"4,270",12/19/2001,France,1
683815,Ben,1959,Sculpture,"4,713",11/13/2001,Switzerland,1
687830,Ben,1988,Paintings,"1,238",1/26/2002,France,1
687831,Ben,1980,Paintings,"1,238",1/26/2002,France,1
694738,Ben,1979,Paintings,"2,714",2/8/2002,Hong Kong,1
694739,Ben,1979,Paintings,"6,514",2/8/2002,Hong Kong,1
721663,Ben,1973,Paintings,"4,776",4/16/2002,France,1
723721,Ben,null,Paintings,937,4/23/2002,Belgium,1
725288,Ben,1991,Paintings,"2,579",4/28/2002,France,1
744973,Ben,null,Paintings,"2,258",6/4/2002,France,1
759685,Ben,1993,Paintings,661,6/30/2002,France,1
778645,Ben,1986,Paintings,935,9/28/2002,France,1
778713,Ben,1963,Paintings,467,9/28/2002,France,1
797910,Ben,1976,Paintings,"2,354",10/30/2002,France,1
797952,Ben,null,Works on Paper,"1,224",10/30/2002,France,1
807398,Ben,null,Paintings,900,12/3/2002,Hong Kong,1
826716,Ben,1993,Paintings,698,1/20/2003,France,1
832476,Ben,1975,Paintings,"2,717",12/3/2003,Germany,1
836711,Ben,1985,Paintings,"2,659",12/4/2002,Switzerland,1
836712,Ben,1994,Paintings,"3,987",12/4/2002,Switzerland,1
837020,Ben,1985,Works on Paper,"2,099",12/3/2002,Germany,1
837021,Ben,1967,Sculpture,"3,054",12/3/2002,Germany,1
837449,Ben,1987,Paintings,"8,089",10/26/2002,France,1
837450,Ben,null,Paintings,"4,254",10/26/2002,France,1
837451,Ben,1996,Paintings,"2,244",10/26/2002,France,1
850140,Ben,1971,Paintings,"9,964",3/24/2003,France,1
860727,Ben,1985,Paintings,"5,458",2/26/2003,France,1
864244,Ben,null,Sculpture,"3,235",4/15/2003,France,1
886430,Ben,1992,Paintings,"3,298",4/29/2003,France,1
908852,Ben,null,Paintings,"3,617",12/4/2003,France,1
911665,Ben,1990,Paintings,"4,130",7/9/2003,France,1
911667,Ben,1991,Paintings,"4,025",7/9/2003,France,1
911668,Ben,null,Paintings,"2,436",7/9/2003,France,1
911669,Ben,null,Paintings,"4,025",7/9/2003,France,1
919454,Ben,null,Paintings,"1,953",6/25/2003,France,1
919455,Ben,null,Sculpture,"3,798",6/25/2003,France,1
929603,Ben,1992,Paintings,"3,452",7/2/2003,France,1
929604,Ben,1989,Paintings,"1,833",7/2/2003,France,1
929605,Ben,1990,Paintings,"1,510",7/2/2003,France,1
929606,Ben,null,Paintings,"5,393",7/2/2003,France,1
929607,Ben,null,Paintings,"1,942",7/2/2003,France,1
929608,Ben,1986,Paintings,"1,942",7/2/2003,France,1
929609,Ben,1990,Paintings,"1,401",7/2/2003,France,1
929610,Ben,1989,Paintings,"1,942",7/2/2003,France,1
929611,Ben,1991,Paintings,"1,725",7/2/2003,France,1
929612,Ben,1990,Paintings,"1,618",7/2/2003,France,1
942049,Ben,1989,Sculpture,"2,433",10/11/2003,France,1
942050,Ben,1989,Sculpture,"1,659",10/11/2003,France,1
942051,Ben,1990,Sculpture,"1,880",10/11/2003,France,1
942052,Ben,1990,Sculpture,"2,764",10/11/2003,France,1
942053,Ben,1990,Sculpture,"1,769",10/11/2003,France,1
942054,Ben,1990,Sculpture,"1,990",10/11/2003,France,1
942056,Ben,1990,Paintings,"1,769",10/11/2003,France,1
942057,Ben,1990,Paintings,"2,211",10/11/2003,France,1
942058,Ben,1990,Paintings,"3,096",10/11/2003,France,1
942059,Ben,1990,Paintings,"2,875",10/11/2003,France,1
942060,Ben,1990,Paintings,"3,096",10/11/2003,France,1
942487,Ben,1990,Paintings,"1,107",10/25/2003,France,1
942488,Ben,1985,Paintings,"1,662",10/25/2003,France,1
942489,Ben,null,Paintings,"1,662",10/25/2003,France,1
957271,Ben,1983,Works on Paper,"2,518",12/9/2003,France,1
973977,Ben,1984,Paintings,"2,242",12/14/2003,France,1
974398,Ben,1972,Works on Paper,"1,970",12/18/2003,France,1
977275,Ben,1971,Paintings,"6,218",12/4/2003,France,1
977579,Ben,1965,Paintings,"6,218",12/4/2003,France,1
977580,Ben,1983,Sculpture,"2,035",12/4/2003,France,1
986761,Ben,null,Works on Paper,374,5/28/2003,Netherlands,1
992387,Ben,2003,Works on Paper,"2,227",11/27/2003,France,1
995368,Ben,1970,Paintings,"6,659",5/27/2003,USA,1
1006492,Ben,null,Paintings,"1,212",6/26/1980,France,1
1061381,Ben,1970,Paintings,"1,305",10/23/1981,France,1
1107389,Ben,1978,Works on Paper,758,6/13/1981,Germany,1
1114189,Ben,null,Paintings,"1,244",4/26/1982,France,1
1123812,Ben,1971,Paintings,"1,332",12/4/1985,Germany,1
1241725,Ben,null,Paintings,"1,698",11/23/1984,France,1
1278954,Ben,1973,Paintings,"1,450",5/7/1985,USA,1
1279326,Ben,null,Paintings,"1,634",6/17/1985,France,1
1308774,Ben,1972,Sculpture,"2,374",12/6/1985,France,1
1334221,Ben,1970,Paintings,900,4/10/1986,USA,1
1354232,Ben,null,Paintings,"1,703",6/15/1986,France,1
1354233,Ben,null,Paintings,"1,703",6/15/1986,France,1
1354234,Ben,1981,Paintings,"1,703",6/15/1986,France,1
1386342,Ben,null,Paintings,"2,312",11/29/1986,Switzerland,1
1386761,Ben,1959,Works on Paper,"1,829",12/6/1986,France,1
1396277,Ben,null,Paintings,"1,192",1/26/1987,France,1
1396278,Ben,null,Paintings,"5,838",1/26/1987,France,1
1406603,Ben,null,Paintings,"9,682",3/23/1987,France,1
1436087,Ben,null,Paintings,"3,575",6/24/1987,France,1
1452211,Ben,1986,Paintings,"2,401",10/14/1987,France,1
1470358,Ben,1986,Paintings,"3,858",11/27/1987,France,1
1474618,Ben,1974,Paintings,"3,479",12/10/1987,USA,1
1481793,Ben,null,Paintings,"2,204",3/24/1988,France,1
1497175,Ben,null,Works on Paper,"5,841",3/23/1988,France,1
1519993,Ben,null,Paintings,"3,693",6/8/1988,USA,1
1531456,Ben,null,Paintings,"3,805",12/10/1988,Belgium,1
1546567,Ben,1988,Paintings,"6,149",6/15/1988,France,1
1598284,Ben,1988,Paintings,"1,533",5/17/1990,USA,1
1618569,Ben,null,Paintings,"11,166",5/21/1990,France,1
1618674,Ben,1989,Paintings,"13,445",5/21/1990,France,1
1628927,Ben,null,Paintings,"21,592",5/26/1990,Switzerland,1
1633003,Ben,1986,Paintings,"20,188",6/11/1990,France,1
1633004,Ben,1989,Paintings,"17,945",6/11/1990,France,1
1633005,Ben,null,Paintings,"22,431",6/11/1990,France,1
1633006,Ben,1990,Paintings,"26,918",6/11/1990,France,1
1633008,Ben,null,Sculpture,"5,608",6/11/1990,France,1
1635032,Ben,1970,Paintings,"7,211",5/28/1990,Germany,1
1640446,Ben,null,Paintings,"10,398",7/10/1990,France,1
1640831,Ben,1988,Sculpture,"6,795",6/18/1990,France,1
1640994,Ben,null,Paintings,"20,384",6/18/1990,France,1
1643138,Ben,null,Paintings,"4,075",10/23/1990,Belgium,1
1647635,Ben,null,Sculpture,"5,075",7/9/1990,France,1
1655491,Ben,1987,Paintings,"13,262",10/15/1990,France,1
1655492,Ben,1986,Paintings,"6,756",10/15/1990,France,1
1655493,Ben,1979,Paintings,"6,005",10/15/1990,France,1
1655494,Ben,1985,Paintings,"5,504",10/15/1990,France,1
1655495,Ben,1987,Paintings,"7,007",10/15/1990,France,1
1655496,Ben,1979,Paintings,"5,755",10/15/1990,France,1
1655497,Ben,null,Paintings,"5,379",10/15/1990,France,1
1655498,Ben,null,Paintings,"4,003",10/15/1990,France,1
1655499,Ben,null,Paintings,"5,129",10/15/1990,France,1
1655500,Ben,null,Paintings,"5,005",10/15/1990,France,1
1655501,Ben,null,Paintings,"5,005",10/15/1990,France,1
1661079,Ben,1986,Works on Paper,"6,294",10/26/1990,France,1
1661316,Ben,1974,Paintings,"8,749",10/9/1990,France,1
1663272,Ben,null,Paintings,"5,978",10/22/1990,USA,1
1687869,Ben,null,Paintings,"4,868",2/12/1989,France,1
1687870,Ben,1981,Paintings,"3,599",2/12/1989,France,1
1687871,Ben,null,Paintings,"4,234",2/12/1989,France,1
1693102,Ben,1986,Works on Paper,"5,663",2/23/1989,Hong Kong,1
1696428,Ben,1988,Paintings,"4,285",3/5/1989,France,1
1698478,Ben,null,Paintings,"2,645",3/22/1989,France,1
1699341,Ben,1972,Paintings,"3,261",3/11/1989,Belgium,1
1730501,Ben,null,Paintings,"11,769",6/30/1989,Switzerland,1
1743275,Ben,null,Paintings,"5,631",5/22/1989,USA,1
1746824,Ben,null,Paintings,"2,911",7/20/1989,France,1
1746825,Ben,1983,Paintings,"3,742",7/20/1989,France,1
