Lot Num,Artist Name,Year Of Artwork,Genre,Real Price Usd,Event Date,country,TotalSales
3618802,A R Penck,1990,Paintings,"15,368",6/6/2009,Germany,1
3618803,A R Penck,1990,Paintings,"10,691",6/6/2009,Germany,1
3618852,A R Penck,1989,Paintings,"14,933",6/5/2008,Germany,1
3623252,A R Penck,null,Sculpture,null,4/29/2009,Germany,1
3623253,A R Penck,null,Paintings,null,4/29/2009,Germany,1
3626742,A R Penck,1970,Paintings,"231,476",7/2/2008,Hong Kong,1
3626743,A R Penck,1970,Paintings,"327,094",7/2/2008,Hong Kong,1
3626745,A R Penck,1984,Paintings,"74,661",7/2/2008,Hong Kong,1
3636233,A R Penck,1974,Paintings,null,6/14/2008,Germany,1
3638326,A R Penck,null,Works on Paper,null,12/5/2008,Germany,1
3639647,A R Penck,1981,Paintings,"82,385",5/15/2008,UK,1
3640898,A R Penck,null,Sculpture,null,10/25/2008,Germany,1
3640899,A R Penck,null,Sculpture,null,10/25/2008,Germany,1
3643673,A R Penck,1965,Works on Paper,"2,313",6/5/2008,Switzerland,1
3643674,A R Penck,1965,Works on Paper,"3,393",6/5/2008,Switzerland,1
3644194,A R Penck,1990,Paintings,null,10/18/2008,Hong Kong,1
3650309,A R Penck,null,Sculpture,null,3/30/2008,France,1
3650721,A R Penck,1994,Sculpture,"3,787",5/23/2008,Germany,1
3650722,A R Penck,1992,Sculpture,"3,787",5/23/2008,Germany,1
3650723,A R Penck,1990,Sculpture,"4,292",5/23/2008,Germany,1
3650724,A R Penck,1990,Sculpture,"3,408",5/23/2008,Germany,1
3651013,A R Penck,null,Works on Paper,"4,671",5/23/2008,Germany,1
3651014,A R Penck,1965,Paintings,"6,312",5/23/2008,Germany,1
3651015,A R Penck,1960,Works on Paper,"2,777",5/23/2008,Germany,1
3651016,A R Penck,1960,Works on Paper,"2,398",5/23/2008,Germany,1
3651017,A R Penck,1960,Works on Paper,"1,009",5/23/2008,Germany,1
3651018,A R Penck,1965,Works on Paper,820,5/23/2008,Germany,1
3651019,A R Penck,1965,Works on Paper,"1,262",5/23/2008,Germany,1
3654563,A R Penck,null,Works on Paper,null,9/22/2007,Germany,1
3654564,A R Penck,null,Works on Paper,null,9/22/2007,Germany,1
3654565,A R Penck,null,Works on Paper,526,9/22/2007,Germany,1
3654566,A R Penck,null,Works on Paper,"3,506",9/22/2007,Germany,1
3654567,A R Penck,1985,Works on Paper,null,9/22/2007,Germany,1
3660694,A R Penck,1976,Works on Paper,null,5/29/2008,Germany,1
3660695,A R Penck,1976,Works on Paper,null,5/29/2008,Germany,1
3661328,A R Penck,1995,Works on Paper,"15,997",4/1/2008,UK,1
3665797,A R Penck,2005,Paintings,"75,336",2/7/2008,Hong Kong,1
3666435,A R Penck,1985,Sculpture,"14,866",4/2/2008,Hong Kong,1
3674961,A R Penck,2005,Paintings,"16,055",9/24/2009,UK,1
3675034,A R Penck,1999,Paintings,"14,048",9/24/2009,UK,1
3678319,A R Penck,1979,Works on Paper,"3,387",12/13/2007,Hong Kong,1
3686858,A R Penck,null,Sculpture,"4,554",12/5/2008,Germany,1
3686859,A R Penck,1987,Sculpture,null,12/5/2008,Germany,1
3686860,A R Penck,1974,Paintings,null,12/5/2008,Germany,1
3686861,A R Penck,1990,Paintings,null,12/5/2008,Germany,1
3686862,A R Penck,1990,Paintings,"15,181",12/5/2008,Germany,1
3686863,A R Penck,1990,Paintings,"10,121",12/5/2008,Germany,1
3686864,A R Penck,1991,Paintings,"10,121",12/5/2008,Germany,1
3686865,A R Penck,1990,Paintings,null,12/5/2008,Germany,1
3686866,A R Penck,1981,Works on paper,"2,226",12/5/2008,Germany,1
3686867,A R Penck,null,Paintings,"4,554",12/5/2008,Germany,1
3686868,A R Penck,null,Sculpture,null,12/5/2008,Germany,1
3686869,A R Penck,null,Paintings,"10,121",12/5/2008,Germany,1
3690650,A R Penck,1990,Sculpture,null,10/10/2009,Belgium,1
3695190,A R Penck,1965,Works on Paper,null,6/17/2009,France,1
3695439,A R Penck,1980,Paintings,"23,502",11/27/2007,USA,1
3696176,A R Penck,1974,Paintings,"4,474",6/20/2009,Germany,1
3696196,A R Penck,1985,Paintings,"31,324",6/20/2009,Germany,1
3696197,A R Penck,null,Works on Paper,"5,593",6/20/2009,Germany,1
3696201,A R Penck,null,Paintings,"7,831",6/20/2009,Germany,1
3701406,A R Penck,1987,Paintings,"46,590",2/28/2008,Hong Kong,1
3710061,A R Penck,1989,Paintings,"6,627",12/16/2008,Spain,1
3728641,A R Penck,1985,Paintings,null,4/5/2008,France,1
3753124,A R Penck,1996,Paintings,null,7/28/2009,France,1
3781538,A R Penck,1976,Paintings,"15,267",12/2/2008,Austria,1
3784622,A R Penck,null,Paintings,"8,677",10/19/2008,USA,1
3794926,A R Penck,1994,Paintings,null,11/29/2008,Germany,1
3794927,A R Penck,1970,Works on Paper,null,11/29/2008,Germany,1
3794928,A R Penck,1970,Works on Paper,null,11/29/2008,Germany,1
3794929,A R Penck,1970,Works on Paper,null,11/29/2008,Germany,1
3794930,A R Penck,null,Works on Paper,"1,523",11/29/2008,Germany,1
3814624,A R Penck,1960,Works on Paper,null,10/23/2009,France,1
3828308,A R Penck,null,Sculpture,null,10/27/2007,Germany,1
3828309,A R Penck,1992,Sculpture,"5,975",10/27/2007,Germany,1
3828310,A R Penck,1966,Paintings,"28,681",10/27/2007,Germany,1
3844344,A R Penck,null,Works on Paper,null,10/26/2009,Denmark,1
3844435,A R Penck,null,Works on Paper,749,12/5/2008,Germany,1
3859356,A R Penck,1965,Works on Paper,null,12/7/2009,France,1
3859363,A R Penck,1965,Paintings,null,12/7/2009,France,1
3861881,A R Penck,null,Works on paper,"5,300",12/1/2009,Netherlands,1
3874842,A R Penck,1981,Paintings,"18,134",12/3/2009,Germany,1
3874843,A R Penck,1984,Paintings,"33,850",12/3/2009,Germany,1
3874844,A R Penck,null,Paintings,"11,485",12/3/2009,Germany,1
3874845,A R Penck,null,Paintings,"5,802",12/3/2009,Germany,1
3874846,A R Penck,1970,Works on Paper,null,12/3/2009,Germany,1
3874847,A R Penck,1995,Works on Paper,"14,507",12/3/2009,Germany,1
3874848,A R Penck,1996,Works on Paper,"9,067",12/3/2009,Germany,1
3874849,A R Penck,null,Sculpture,"5,319",12/3/2009,Germany,1
3874850,A R Penck,null,Sculpture,"2,055",12/3/2009,Germany,1
3879014,A R Penck,null,Paintings,"10,615",11/25/2009,USA,1
3879674,A R Penck,null,Works on Paper,"2,055",12/3/2009,Germany,1
3879675,A R Penck,1970,Works on Paper,"2,055",12/3/2009,Germany,1
3879677,A R Penck,1970,Works on Paper,"1,934",12/3/2009,Germany,1
3879678,A R Penck,1970,Works on Paper,"2,055",12/3/2009,Germany,1
3879680,A R Penck,null,Works on Paper,"1,813",12/3/2009,Germany,1
3881372,A R Penck,null,Works on Paper,"13,649",11/25/2009,Austria,1
3886102,A R Penck,1966,Sculpture,null,12/17/2009,Austria,1
3887277,A R Penck,1988,Paintings,null,12/3/2008,Germany,1
3894843,A R Penck,2002,Paintings,"14,297",12/7/2009,France,1
3895987,A R Penck,1990,Works on Paper,null,12/5/2008,Germany,1
3899671,A R Penck,2001,Paintings,null,12/5/2009,Germany,1
3899672,A R Penck,1991,Paintings,"21,463",12/5/2009,Germany,1
3899673,A R Penck,null,Works on Paper,"2,504",12/5/2009,Germany,1
3899674,A R Penck,null,Works on Paper,"2,861",12/5/2009,Germany,1
3899675,A R Penck,null,Works on Paper,"2,027",12/5/2009,Germany,1
3899676,A R Penck,1987,Sculpture,"7,750",12/5/2009,Germany,1
3912171,A R Penck,2005,Paintings,"18,767",11/24/2009,USA,1
3912174,A R Penck,2007,Paintings,"18,767",11/24/2009,USA,1
3914197,A R Penck,1995,Sculpture,null,10/23/2009,Germany,1
3914198,A R Penck,1989,Paintings,"20,509",10/23/2009,Germany,1
3914200,A R Penck,null,Works on Paper,"4,825",10/23/2009,Germany,1
3914201,A R Penck,null,Works on Paper,"1,930",10/23/2009,Germany,1
3918663,A R Penck,1989,Paintings,null,12/12/2009,Germany,1
3918665,A R Penck,1990,Paintings,null,12/12/2009,Germany,1
3918673,A R Penck,null,Works on Paper,"4,692",12/12/2009,Germany,1
3921014,A R Penck,1973,Paintings,"6,978",11/28/2009,USA,1
3924240,A R Penck,1966,Works on Paper,"2,742",12/5/2009,Germany,1
3924243,A R Penck,null,Works on Paper,null,12/5/2009,Germany,1
3925828,A R Penck,1965,Paintings,null,6/18/2009,Germany,1
3925829,A R Penck,null,Works on Paper,"1,459",6/18/2009,Germany,1
3926722,A R Penck,1991,Paintings,"10,309",11/28/2009,Germany,1
3926724,A R Penck,1991,Paintings,null,11/28/2009,Germany,1
3928549,A R Penck,1961,Works on Paper,726,5/25/2009,Switzerland,1
3928550,A R Penck,1960,Works on Paper,null,5/25/2009,Switzerland,1
3928552,A R Penck,null,Works on Paper,null,5/25/2009,Switzerland,1
3928554,A R Penck,1960,Works on Paper,null,5/25/2009,Switzerland,1
3928555,A R Penck,1958,Works on Paper,null,5/25/2009,Switzerland,1
3929270,A R Penck,null,Works on Paper,"6,443",11/28/2009,Germany,1
3929905,A R Penck,null,Works on Paper,874,11/16/2009,Switzerland,1
3929906,A R Penck,1960,Works on Paper,874,11/16/2009,Switzerland,1
3929908,A R Penck,1958,Works on Paper,676,11/16/2009,Switzerland,1
3929909,A R Penck,1960,Works on Paper,636,11/16/2009,Switzerland,1
3933649,A R Penck,null,Works on Paper,433,11/28/2009,Germany,1
3937368,A R Penck,null,Paintings,"4,772",11/11/2009,Switzerland,1
3938128,A R Penck,1996,Paintings,null,10/26/2009,France,1
3951744,A R Penck,null,Paintings,null,4/2/2010,France,1
3954851,A R Penck,1960,Works on Paper,939,11/19/2008,Switzerland,1
3954852,A R Penck,1961,Works on Paper,null,11/19/2008,Switzerland,1
3954853,A R Penck,1959,Works on Paper,805,11/19/2008,Switzerland,1
3954854,A R Penck,null,Works on Paper,537,11/19/2008,Switzerland,1
3954855,A R Penck,1958,Works on Paper,null,11/19/2008,Switzerland,1
3960953,A R Penck,1996,Paintings,"5,475",5/5/2010,France,1
3968869,A R Penck,1990,Paintings,null,5/19/2010,Austria,1
3968870,A R Penck,1990,Paintings,null,5/19/2010,Austria,1
3969473,A R Penck,1976,Works on Paper,"1,373",4/24/2010,USA,1
3978328,A R Penck,null,Paintings,"34,551",5/13/2010,UK,1
3978391,A R Penck,1994,Paintings,"15,059",3/6/2010,USA,1
3980599,A R Penck,1993,Paintings,null,3/6/2010,USA,1
3985535,A R Penck,2005,Paintings,null,5/31/2010,France,1
3985536,A R Penck,1974,Paintings,null,5/31/2010,France,1
3990164,A R Penck,1980,Works on Paper,null,6/18/2010,France,1
3993663,A R Penck,null,Paintings,null,12/19/2009,USA,1
3994441,A R Penck,1976,Works on Paper,null,12/19/2009,USA,1
4000870,A R Penck,null,Works on Paper,"3,402",5/31/2010,France,1
4002041,A R Penck,1982,Works on Paper,null,6/28/2010,France,1
4004523,A R Penck,2005,Paintings,"23,915",6/12/2010,USA,1
4006655,A R Penck,null,Sculpture,"1,132",6/9/2010,UK,1
4008075,A R Penck,null,Paintings,"7,095",6/4/2010,Germany,1
4008503,A R Penck,null,Works on Paper,"4,135",6/8/2010,Netherlands,1
4009335,A R Penck,1990,Paintings,null,6/23/2010,Austria,1
4009337,A R Penck,null,Works on Paper,631,6/23/2010,Austria,1
4009340,A R Penck,null,Works on Paper,null,6/23/2010,Austria,1
4012233,A R Penck,null,Works on Paper,945,6/4/2010,Germany,1
4014023,A R Penck,1980,Works on Paper,null,5/31/2008,Germany,1
4025857,A R Penck,null,Paintings,null,7/5/2010,France,1
4026504,A R Penck,1982,Paintings,"50,660",6/4/2010,Germany,1
4028080,A R Penck,1976,Works on Paper,"1,116",1/23/2010,USA,1
4028432,A R Penck,1996,Paintings,null,1/23/2010,USA,1
4034326,A R Penck,null,Works on Paper,482,6/14/2010,Netherlands,1
4037668,A R Penck,1994,Paintings,"9,144",6/3/2010,Germany,1
4038592,A R Penck,1993,Paintings,"22,459",7/1/2010,Hong Kong,1
4040418,A R Penck,null,Paintings,"8,851",6/30/2010,Hong Kong,1
4040419,A R Penck,1983,Works on Paper,"5,901",6/30/2010,Hong Kong,1
4041201,A R Penck,1980,Paintings,null,6/14/2010,USA,1
4044682,A R Penck,1973,Paintings,"44,298",6/29/2010,Hong Kong,1
4044691,A R Penck,1990,Paintings,"16,351",6/29/2010,Hong Kong,1
4044692,A R Penck,1989,Paintings,"22,297",6/29/2010,Hong Kong,1
4052705,A R Penck,1989,Paintings,null,4/24/2010,Germany,1
4052706,A R Penck,null,Paintings,"7,394",4/24/2010,Germany,1
4052707,A R Penck,null,Works on Paper,"2,958",4/24/2010,Germany,1
4052708,A R Penck,null,Works on Paper,"4,014",4/24/2010,Germany,1
4088208,A R Penck,1978,Works on Paper,"3,380",4/24/2010,Germany,1
4088209,A R Penck,1960,Works on Paper,686,4/24/2010,Germany,1
4088212,A R Penck,1990,Paintings,null,4/24/2010,Germany,1
4088219,A R Penck,1963,Paintings,"3,169",4/24/2010,Germany,1
4088221,A R Penck,1994,Sculpture,"9,824",4/24/2010,Germany,1
4088224,A R Penck,null,Sculpture,370,4/24/2010,Germany,1
4088228,A R Penck,null,Works on Paper,"1,162",4/24/2010,Germany,1
4088236,A R Penck,1980,Works on Paper,"1,268",4/24/2010,Germany,1
4088241,A R Penck,1974,Paintings,"1,056",4/24/2010,Germany,1
4088245,A R Penck,null,Paintings,950,4/24/2010,Germany,1
4095572,A R Penck,1939,Works on Paper,null,10/2/2010,Germany,1
4104419,A R Penck,null,Paintings,null,5/8/2010,Belgium,1
4107252,A R Penck,null,Sculpture,null,10/18/2010,France,1
4108416,A R Penck,2002,Paintings,"47,045",10/15/2010,Hong Kong,1
4115323,A R Penck,1990,Paintings,null,10/14/2010,Hong Kong,1
4118399,A R Penck,1979,Works on Paper,"1,620",11/13/2010,USA,1
4118822,A R Penck,null,Works on Paper,null,11/13/2010,USA,1
4124736,A R Penck,1955,Works on Paper,"1,834",11/11/2010,Germany,1
4124737,A R Penck,1965,Works on Paper,null,11/11/2010,Germany,1
4124738,A R Penck,1965,Works on Paper,null,11/11/2010,Germany,1
4135264,A R Penck,2002,Paintings,"21,757",10/23/2010,France,1
4141849,A R Penck,null,Paintings,"18,697",12/7/2010,France,1
4146710,A R Penck,1974,Works on Paper,"4,738",11/18/2010,UK,1
4146711,A R Penck,1974,Works on Paper,null,11/18/2010,UK,1
4153427,A R Penck,1990,Paintings,"11,767",12/16/2010,Austria,1
4153430,A R Penck,1990,Paintings,null,12/16/2010,Austria,1
4155271,A R Penck,1975,Paintings,"11,852",11/25/2010,Austria,1
4162225,A R Penck,null,Paintings,null,12/12/2010,France,1
4162939,A R Penck,null,Works on Paper,"6,891",12/3/2010,Switzerland,1
4167909,A R Penck,1980,Works on Paper,null,12/13/2010,France,1
4175453,A R Penck,2002,Paintings,null,12/9/2010,France,1
4183666,A R Penck,null,Works on Paper,null,5/17/2010,Switzerland,1
4184544,A R Penck,1993,Paintings,"6,991",12/3/2010,Germany,1
4184545,A R Penck,1989,Paintings,null,12/3/2010,Germany,1
4188560,A R Penck,1993,Paintings,"12,181",12/3/2010,Germany,1
4204562,A R Penck,null,Works on Paper,"3,316",11/25/2010,Switzerland,1
4205823,A R Penck,null,Paintings,"4,691",12/2/2010,Germany,1
4205827,A R Penck,1971,Paintings,"11,469",12/2/2010,Germany,1
4205831,A R Penck,null,Paintings,"5,734",12/2/2010,Germany,1
4208641,A R Penck,null,Works on Paper,"2,643",11/29/2010,Denmark,1
4213048,A R Penck,1971,Paintings,"1,564",12/2/2010,Germany,1
4213050,A R Penck,1981,Works on Paper,"1,772",12/2/2010,Germany,1
4213051,A R Penck,1981,Works on Paper,"2,293",12/2/2010,Germany,1
4213052,A R Penck,1970,Sculpture,null,12/2/2010,Germany,1
4219668,A R Penck,2007,Paintings,"15,946",11/27/2010,Germany,1
4219669,A R Penck,1994,Paintings,"12,756",11/27/2010,Germany,1
4219670,A R Penck,2007,Paintings,"25,513",11/27/2010,Germany,1
4226348,A R Penck,1990,Paintings,"8,810",10/30/2010,Germany,1
4226349,A R Penck,1993,Sculpture,"16,518",10/30/2010,Germany,1
4226350,A R Penck,1971,Paintings,"1,431",10/30/2010,Germany,1
4226351,A R Penck,1972,Paintings,"2,863",10/30/2010,Germany,1
4226352,A R Penck,1972,Paintings,"2,202",10/30/2010,Germany,1
4226353,A R Penck,1974,Paintings,"1,101",10/30/2010,Germany,1
4226354,A R Penck,1974,Paintings,"7,928",10/30/2010,Germany,1
4226355,A R Penck,null,Works on Paper,"1,046",10/30/2010,Germany,1
4226356,A R Penck,null,Works on Paper,506,10/30/2010,Germany,1
4227676,A R Penck,1987,Sculpture,"10,264",11/17/2010,Sweden,1
4230794,A R Penck,1966,Works on Paper,836,11/27/2010,Germany,1
4230795,A R Penck,1966,Works on Paper,836,11/27/2010,Germany,1
4230796,A R Penck,1966,Works on Paper,null,11/27/2010,Germany,1
4230798,A R Penck,1966,Works on Paper,null,11/27/2010,Germany,1
4230799,A R Penck,null,Works on Paper,439,11/27/2010,Germany,1
4230801,A R Penck,null,Works on Paper,314,11/27/2010,Germany,1
4230802,A R Penck,null,Works on Paper,208,11/27/2010,Germany,1
4232300,A R Penck,null,Works on Paper,"2,316",2/26/2011,Belgium,1
4232337,A R Penck,null,Paintings,null,2/26/2011,Belgium,1
4233902,A R Penck,1991,Paintings,705,3/19/2011,USA,1
4236051,A R Penck,1976,Works on Paper,null,3/19/2011,USA,1
4238064,A R Penck,null,Paintings,null,3/19/2011,USA,1
4239252,A R Penck,1990,Works on Paper,543,3/19/2011,USA,1
4255752,A R Penck,null,Works on Paper,479,4/25/2009,Germany,1
4255754,A R Penck,null,Works on Paper,852,4/25/2009,Germany,1
4255755,A R Penck,1965,Works on Paper,"1,386",4/25/2009,Germany,1
4255756,A R Penck,null,Works on Paper,"2,451",4/25/2009,Germany,1
4255758,A R Penck,1985,Works on Paper,"4,050",4/25/2009,Germany,1
4255760,A R Penck,null,Works on Paper,"3,197",4/25/2009,Germany,1
4255763,A R Penck,1977,Sculpture,"3,943",4/25/2009,Germany,1
4255766,A R Penck,1972,Paintings,"1,065",4/25/2009,Germany,1
4256295,A R Penck,1991,Works on Paper,null,11/28/2009,Germany,1
4256296,A R Penck,null,Works on Paper,null,11/28/2009,Germany,1
4256297,A R Penck,null,Works on Paper,"2,647",11/28/2009,Germany,1
4256506,A R Penck,2002,Paintings,null,4/6/2011,France,1
4268492,A R Penck,1982,Paintings,"13,075",5/9/2011,UK,1
4271201,A R Penck,1965,Works on Paper,625,4/26/2008,Germany,1
4273365,A R Penck,1990,Paintings,"12,147",10/25/2008,Germany,1
4273366,A R Penck,1990,Paintings,null,10/25/2008,Germany,1
4273367,A R Penck,1990,Paintings,null,10/25/2008,Germany,1
4273368,A R Penck,null,Works on Paper,"1,720",10/25/2008,Germany,1
4273369,A R Penck,1997,Works on Paper,"12,654",10/25/2008,Germany,1
4273370,A R Penck,1972,Paintings,"1,012",10/25/2008,Germany,1
4289603,A R Penck,1974,Works on Paper,"7,843",6/4/2011,Germany,1
4291807,A R Penck,1989,Paintings,null,5/31/2011,Germany,1
4291809,A R Penck,1970,Works on Paper,null,5/31/2011,Germany,1
4291810,A R Penck,1985,Sculpture,"3,645",5/31/2011,Germany,1
4296983,A R Penck,1966,Works on Paper,"1,098",6/11/2011,Germany,1
4300618,A R Penck,null,Works on Paper,"1,715",5/13/2011,Switzerland,1
4302607,A R Penck,1982,Paintings,"65,519",5/27/2011,Germany,1
4307084,A R Penck,1976,Works on Paper,null,6/22/2011,France,1
4309265,A R Penck,1995,Paintings,null,5/19/2011,Austria,1
4310322,A R Penck,null,Works on Paper,null,6/21/2011,Austria,1
4313107,A R Penck,null,Paintings,null,6/2/2011,USA,1
4318238,A R Penck,null,Sculpture,null,6/1/2011,Germany,1
4318239,A R Penck,null,Works on Paper,"7,250",6/1/2011,Germany,1
4319165,A R Penck,2007,Paintings,"13,304",6/2/2011,USA,1
4321482,A R Penck,1997,Works on Paper,554,6/2/2011,USA,1
4322098,A R Penck,1976,Works on Paper,720,6/2/2011,USA,1
4324066,A R Penck,null,Works on Paper,"2,746",6/1/2011,Netherlands,1
4329831,A R Penck,null,Paintings,null,7/3/2011,France,1
4329833,A R Penck,null,Paintings,"17,965",7/3/2011,France,1
4333742,A R Penck,1960,Works on Paper,986,5/7/2011,Germany,1
4333743,A R Penck,null,Works on Paper,438,5/7/2011,Germany,1
4333744,A R Penck,null,Works on Paper,482,5/7/2011,Germany,1
4333745,A R Penck,null,Works on Paper,548,5/7/2011,Germany,1
4333746,A R Penck,null,Works on Paper,822,5/7/2011,Germany,1
4333747,A R Penck,null,Works on Paper,986,5/7/2011,Germany,1
4333749,A R Penck,null,Works on Paper,"1,315",5/7/2011,Germany,1
4333751,A R Penck,null,Paintings,"1,863",5/7/2011,Germany,1
4333753,A R Penck,1991,Works on Paper,767,5/7/2011,Germany,1
4333757,A R Penck,null,Works on Paper,493,5/7/2011,Germany,1
4333759,A R Penck,1993,Sculpture,"6,577",5/7/2011,Germany,1
4333760,A R Penck,1971,Paintings,"2,192",5/7/2011,Germany,1
4333762,A R Penck,1972,Paintings,"2,630",5/7/2011,Germany,1
4333766,A R Penck,1972,Paintings,"1,096",5/7/2011,Germany,1
4333768,A R Penck,1974,Paintings,"2,192",5/7/2011,Germany,1
4335732,A R Penck,1980,Works on Paper,"3,590",5/31/2011,France,1
4340771,A R Penck,1987,Sculpture,"2,254",6/16/2011,Switzerland,1
4344073,A R Penck,1980,Works on Paper,"18,035",4/20/2011,Hong Kong,1
4344074,A R Penck,1970,Paintings,"99,428",4/20/2011,Hong Kong,1
4344080,A R Penck,1983,Paintings,"12,546",4/20/2011,Hong Kong,1
4348092,A R Penck,2000,Paintings,"5,410",6/16/2011,Switzerland,1
4348096,A R Penck,2000,Paintings,"5,410",6/16/2011,Switzerland,1
4352511,A R Penck,1971,Paintings,"141,339",6/30/2011,Hong Kong,1
4352512,A R Penck,1974,Paintings,"126,622",6/30/2011,Hong Kong,1
4352513,A R Penck,1966,Paintings,"119,264",6/30/2011,Hong Kong,1
4354427,A R Penck,null,Works on Paper,"1,605",5/28/2011,Germany,1
4355804,A R Penck,1981,Works on Paper,"1,754",5/7/2011,Germany,1
4357083,A R Penck,1965,Paintings,"222,779",6/29/2011,Hong Kong,1
4360972,A R Penck,1974,Prints,null,5/17/2011,Netherlands,1
4362732,A R Penck,1981,Works on Paper,null,6/9/2011,Germany,1
4363808,A R Penck,1990,Paintings,"16,757",6/8/2011,Germany,1
4368857,A R Penck,null,Works on Paper,627,9/10/2011,USA,1
4369001,A R Penck,null,Paintings,"3,111",2/18/2011,Hong Kong,1
4369055,A R Penck,null,Works on Paper,"2,300",9/10/2011,USA,1
4371893,A R Penck,1990,Paintings,null,5/31/2011,France,1
4372485,A R Penck,null,Paintings,"2,509",9/10/2011,USA,1
4373084,A R Penck,null,Works on Paper,null,9/10/2011,USA,1
4373630,A R Penck,null,Works on Paper,null,9/10/2011,USA,1
4393252,A R Penck,1990,Works on Paper,796,1/6/2011,USA,1
4394132,A R Penck,1979,Works on Paper,"1,494",1/6/2011,USA,1
4394251,A R Penck,2005,Paintings,"19,917",1/6/2011,USA,1
4394655,A R Penck,null,Works on Paper,"2,489",1/6/2011,USA,1
4394677,A R Penck,1976,Works on Paper,null,1/6/2011,USA,1
4395355,A R Penck,null,Works on Paper,null,1/6/2011,USA,1
4397345,A R Penck,1990,Works on Paper,662,9/4/2010,USA,1
4398301,A R Penck,null,Paintings,null,9/4/2010,USA,1
4399048,A R Penck,1976,Works on Paper,"1,120",9/4/2010,USA,1
4399371,A R Penck,1967,Works on Paper,"3,320",9/14/2011,Hong Kong,1
4399372,A R Penck,1967,Works on Paper,"4,527",9/14/2011,Hong Kong,1
4399388,A R Penck,1983,Works on Paper,"11,318",9/14/2011,Hong Kong,1
4399389,A R Penck,1969,Paintings,"12,073",9/14/2011,Hong Kong,1
4399457,A R Penck,1966,Works on Paper,754,9/14/2011,Hong Kong,1
4399458,A R Penck,1985,Paintings,null,9/14/2011,Hong Kong,1
4414286,A R Penck,1982,Works on Paper,null,10/19/2011,Hong Kong,1
4425381,A R Penck,1988,Paintings,null,10/15/2011,Hong Kong,1
4440921,A R Penck,1976,Works on Paper,null,11/19/2011,USA,1
4445745,A R Penck,1983,Paintings,"84,591",11/9/2011,UK,1
4446662,A R Penck,null,Works on Paper,null,11/21/2011,Switzerland,1
4446663,A R Penck,null,Works on Paper,"3,506",11/21/2011,Switzerland,1
4446664,A R Penck,null,Paintings,"12,522",11/21/2011,Switzerland,1
4446741,A R Penck,null,Works on Paper,"5,009",11/21/2011,Switzerland,1
4446742,A R Penck,null,Works on Paper,null,11/21/2011,Switzerland,1
4446743,A R Penck,null,Paintings,"25,044",11/21/2011,Switzerland,1
4448214,A R Penck,null,Works on Paper,null,11/21/2011,Switzerland,1
4465825,A R Penck,1981,Paintings,"130,640",11/24/2011,Germany,1
4467934,A R Penck,2001,Paintings,"25,515",11/22/2011,USA,1
4467936,A R Penck,1994,Paintings,null,11/22/2011,USA,1
4472445,A R Penck,1974,Works on Paper,null,10/29/2011,Germany,1
4474198,A R Penck,1952,Works on Paper,803,11/26/2011,Germany,1
4474199,A R Penck,1965,Works on Paper,null,11/26/2011,Germany,1
4474200,A R Penck,1977,Works on Paper,"2,224",11/26/2011,Germany,1
4474201,A R Penck,null,Works on Paper,null,11/26/2011,Germany,1
4477822,A R Penck,null,Paintings,"7,658",11/29/2011,Netherlands,1
4478495,A R Penck,1990,Paintings,"48,756",12/10/2011,Germany,1
4478521,A R Penck,1983,Paintings,null,12/10/2011,Germany,1
4479257,A R Penck,1981,Works on Paper,null,11/28/2011,France,1
4479420,A R Penck,1995,Sculpture,"37,505",12/10/2011,Germany,1
4488649,A R Penck,null,Sculpture,"2,140",11/28/2011,Netherlands,1
4489227,A R Penck,1990,Paintings,"16,401",12/2/2011,Germany,1
4492637,A R Penck,null,Paintings,null,12/9/2011,Switzerland,1
4492638,A R Penck,null,Paintings,null,12/9/2011,Switzerland,1
4492641,A R Penck,null,Paintings,null,12/9/2011,Switzerland,1
4492652,A R Penck,null,Works on Paper,"2,654",12/9/2011,Switzerland,1
4498913,A R Penck,null,Sculpture,"3,690",12/3/2011,Germany,1
4498914,A R Penck,1998,Works on Paper,null,12/3/2011,Germany,1
4498915,A R Penck,1983,Paintings,"12,300",12/3/2011,Germany,1
4498916,A R Penck,null,Paintings,"24,601",12/3/2011,Germany,1
4498917,A R Penck,1990,Paintings,"44,281",12/3/2011,Germany,1
4499482,A R Penck,1989,Paintings,"12,372",12/1/2011,Germany,1
4499483,A R Penck,2007,Paintings,"18,559",12/1/2011,Germany,1
4499484,A R Penck,1987,Works on Paper,"3,918",12/1/2011,Germany,1
4502041,A R Penck,null,Works on Paper,null,12/1/2011,Germany,1
4506241,A R Penck,null,Works on Paper,null,12/13/2011,Spain,1
4507620,A R Penck,null,Works on Paper,null,12/7/2011,Germany,1
4508484,A R Penck,null,Paintings,null,12/19/2011,Austria,1
4509570,A R Penck,null,Works on Paper,"2,991",11/24/2011,Switzerland,1
4513081,A R Penck,null,Works on Paper,390,10/29/2011,Germany,1
4513083,A R Penck,1965,Works on Paper,"1,299",10/29/2011,Germany,1
4513085,A R Penck,1976,Works on Paper,476,10/29/2011,Germany,1
4513086,A R Penck,null,Works on Paper,390,10/29/2011,Germany,1
4513087,A R Penck,null,Works on Paper,931,10/29/2011,Germany,1
4513089,A R Penck,null,Works on Paper,758,10/29/2011,Germany,1
